gene	JK215	JK217	JK218	JK219	JK228	JK229	JK230	JK231
Skint2	0	0	0	0	0	0	0	0
Skint10	0	0	0	0	0	0	0	0
Skint6	0	0	0	0	0	0	0	0
Skint5	0	0	0	0	0	0	0	0
Skint11	0	0	0	0	0	0	0	0
Trabd2b	1244	1049	427	728	681	680	835	782
Gm12830	6	3	3	4	0	0	0	1
Foxd2	34	17	10	24	24	32	30	20
9130206I24Rik	75	90	38	56	70	72	52	33
Foxe3	0	0	0	0	1	1	0	0
Cmpk1	2965	3886	1652	3165	4069	3676	3910	2642
Stil	39	55	12	31	171	294	318	86
Tal1	1185	835	490	723	502	483	558	563
Pdzk1ip1	768	1190	337	851	417	152	612	503
Cyp4x1	0	0	0	0	0	0	1	0
Cyp4a29-ps	0	0	0	0	0	0	0	0
Cyp4a12a	0	2	2	5	2	0	2	1
Cyp4a12b	2	314	22	6	2	0	0	0
Cyp4a30b-ps	0	0	0	0	0	0	0	0
Cyp4a14	0	0	5	0	0	0	2	0
Cyp4a10	0	0	6	0	0	0	2	0
Cyp4a31	0	0	0	0	0	0	0	0
Gm12839	7	3	4	2	1	0	0	2
Cyp4a32	0	0	0	0	0	0	0	0
Cyp4b1	30962	29303	10742	23083	18836	8615	25037	24613
Efcab14	3366	2686	1226	2142	2496	2427	3142	2329
Tex38	7	7	1	7	6	2	9	8
Atpaf1	187	291	130	206	202	150	201	138
Mob3c	1388	1617	683	937	1737	1639	1534	1035
Mknk1	1829	1857	952	1322	1461	1492	2039	1315
Kncn	0	1	0	1	0	0	0	0
Dmbx1	0	0	0	0	0	0	0	0
Faah	1518	1751	625	1200	684	466	1014	925
Nsun4	1337	1556	544	1482	1013	837	1263	1001
Uqcrh	4444	9833	3763	6199	4422	2886	4805	3591
Lrrc41	1898	1647	618	1359	1656	1682	2065	1451
Rad54l	46	53	24	40	87	177	109	60
Lurap1	198	202	80	156	49	55	140	100
Pomgnt1	2466	2942	1155	2091	1518	1358	2145	1574
Tspan1	3123	6024	1084	2485	1534	1119	3830	1702
1700042G07Rik	0	0	0	0	0	0	1	0
Pik3r3	2054	1947	912	1603	701	517	1061	1058
Mast2	2438	2493	1113	1764	2138	2466	2722	1939
Ipp	252	253	94	252	186	196	234	196
Tmem69	350	480	191	372	341	324	442	312
Gpbp1l1	3377	3568	1610	2806	2353	1974	2897	2449
C530005A16Rik	50	92	41	53	15	22	31	25
Ccdc17	2117	4482	1025	1880	666	450	2057	1106
Nasp	923	842	376	694	1274	1490	1117	901
Akr1a1	16573	19603	7321	14322	18614	16420	19860	12855
AV051173	32	39	9	20	19	5	11	9
Prdx1	14530	24936	7772	19083	13056	11512	15069	9243
Mmachc	280	353	138	311	248	240	361	211
Ccdc163	324	414	213	340	190	175	296	218
Tesk2	222	237	73	204	162	110	196	181
Toe1	722	826	350	687	704	731	817	571
Mutyh	122	134	97	129	81	102	96	78
Hpdl	16	12	4	21	5	19	15	4
Zswim5	311	206	111	213	158	148	235	210
Urod	1469	1646	654	1333	1019	775	1361	1075
Hectd3	1961	2056	972	1694	1492	1413	1894	1683
Eif2b3	491	569	233	481	583	566	471	412
Ptch2	146	87	30	90	123	156	115	56
Btbd19	193	183	96	151	243	304	197	172
Tctex1d4	473	1032	161	339	278	215	634	381
Plk3	771	687	329	498	1198	1472	944	504
Rps8	18758	31389	12864	20849	16737	14655	17830	13376
Snord38a	0	4	2	1	0	0	0	1
Snord55	11	8	5	14	9	5	7	4
Kif2c	40	43	19	34	249	423	226	126
Gm1661	272	491	114	192	91	61	284	147
Tmem53	149	239	71	135	125	95	174	119
Rnf220	2659	2280	1048	1758	2792	2243	2670	2094
Eri3	1607	1678	646	1137	1280	1145	1540	1194
Dmap1	761	674	266	542	591	510	635	583
Klf17	0	0	1	0	0	0	1	0
Slc6a9	1726	1678	629	1359	1217	1017	1748	1667
Ccdc24	520	824	170	431	223	211	544	288
B4galt2	390	464	166	267	306	333	302	257
Atp6v0b	3598	6652	2367	4438	3339	2929	4067	2452
Dph2	367	328	147	240	298	413	340	184
Ipo13	2183	2586	992	1682	1436	1462	2405	1870
Artn	80	105	24	70	63	80	72	58
St3gal3	900	903	376	778	525	517	810	604
Kdm4a	2643	2366	1111	1979	2168	2308	2669	2005
Ptprf	15654	14815	5623	17385	7641	4969	12367	10297
Hyi	488	582	272	420	244	200	390	323
Szt2	3437	4280	1780	3566	1474	1732	2379	2078
Med8	1639	2061	786	1741	1885	1509	1917	1427
Elovl1	12661	11181	4287	13007	6940	5162	10126	6833
Cdc20	191	166	82	125	460	675	498	248
Mpl	29	35	12	25	24	39	47	29
Tie1	13696	9103	5246	6272	5240	3074	7502	7167
2610528J11Rik	294	507	141	317	153	90	299	210
Tmem125	453	582	161	482	349	218	558	414
Wdr65	650	819	141	336	167	119	606	397
Ebna1bp2	1713	1751	655	1430	1997	1955	1782	1228
D4Ertd617e	5	6	4	1	8	5	1	2
Olfr62	0	0	0	0	0	0	0	0
Olfr1342	20	22	10	49	6	3	12	7
Olfr1341	0	0	0	0	0	0	0	0
Olfr1340	0	0	0	0	0	0	0	0
Olfr1339	0	0	0	0	0	0	0	0
Olfr1338	0	0	0	0	0	0	0	0
Olfr1337	0	0	0	0	0	0	0	0
Olfr1335	0	0	0	0	0	0	0	0
Olfr1333	0	0	0	0	0	0	0	0
Olfr1331	0	0	0	0	0	0	0	0
Olfr1330	0	0	0	0	0	0	0	0
Olfr1329	0	0	0	0	0	0	0	0
Olfr1328	0	0	0	0	0	0	0	0
Lao1	0	4	0	0	0	0	0	1
Slc2a1	1491	1461	442	973	1695	2605	2007	908
Zfp691	217	315	94	206	227	268	408	173
Ermap	47	31	14	16	22	32	56	30
Ccdc23	559	780	313	521	722	688	725	457
4930538K18Rik	32	34	11	25	7	5	21	17
AU022252	304	442	193	342	266	259	337	230
Lepre1	1019	860	380	668	1133	1198	1146	771
Cldn19	2	6	2	0	9	5	12	6
Ybx1	22046	27839	12398	19517	25848	19161	26164	21941
Ppih	333	530	219	442	429	383	388	291
Ccdc30	534	1023	208	439	266	217	575	333
Ppcs	287	399	161	345	248	216	316	238
Zmynd12	155	343	57	107	100	79	185	101
Rimkla	14	40	18	69	8	18	12	17
AA415398	127	155	70	95	74	47	103	90
Foxj3	2416	1999	1030	1640	1798	1831	2174	1985
Guca2a	0	2	0	0	1	1	1	0
Guca2b	0	0	0	0	1	4	0	0
Hivep3	722	432	281	359	516	1290	676	333
Edn2	0	0	1	0	4	6	0	1
Foxo6	120	73	34	82	48	38	61	45
Scmh1	1897	1625	667	1352	1358	1046	1607	1469
Slfnl1	5	6	3	8	3	5	5	4
Ctps	1814	2086	777	2172	4174	3834	3660	2164
Gm8439	0	2	1	1	10	1	1	2
Cited4	27	73	22	51	163	108	161	65
Kcnq4	189	188	87	98	107	77	118	104
Nfyc	1088	957	411	832	970	947	1093	833
Mir30c-1	0	0	0	0	0	0	0	0
Mir30e	0	0	0	0	0	0	0	0
Rims3	9	13	4	13	10	21	21	2
Exo5	379	485	177	360	336	411	428	284
Zfp69	232	215	142	131	109	82	112	129
Smap2	2635	1681	875	1528	2734	2967	2971	1924
Col9a2	0	2	1	2	1	7	3	2
Zmpste24	3572	3105	1232	2634	3081	2564	3687	2931
Tmco2	0	0	0	0	0	0	0	0
Rlf	2027	1776	861	1296	1511	1829	1819	1479
Gm12888	0	0	0	0	0	0	0	0
Gm12886	0	0	0	0	0	0	0	0
Gm12887	0	0	0	0	0	0	0	0
9530002B09Rik	0	0	0	0	0	0	0	0
Ppt1	4158	4444	2059	3626	4009	4443	5902	3172
Cap1	12834	10420	4313	9773	14773	17593	16229	10208
Mfsd2a	442	969	214	848	230	247	341	245
Mycl1	729	972	177	455	308	265	1237	682
Trit1	500	619	248	464	425	413	607	373
Bmp8b	2	4	1	1	5	17	9	7
Oxct2b	0	0	0	0	0	5	0	0
Ppie	856	842	354	661	828	718	773	564
Hpcal4	79	146	43	64	19	10	66	14
Nt5c1a	0	1	0	0	1	3	2	3
Heyl	2500	1788	718	1554	1954	1598	2271	2752
Pabpc4	1023	1006	398	742	795	1116	886	651
Bmp8a	4	5	1	5	9	1	9	3
Oxct2a	0	1	0	0	0	0	1	0
Macf1	63365	54984	32014	38493	31593	25035	37825	44054
D830031N03Rik	2207	1969	1490	1596	602	504	962	1393
Ndufs5	0	0	0	0	0	0	0	0
Akirin1	2621	3065	1309	2109	2561	2433	2879	1883
Rhbdl2	14	53	5	8	19	25	30	5
Mycbp	952	1699	537	945	723	476	1010	680
Rragc	3520	3402	1438	2868	3364	3191	4051	2923
1700057H15Rik	0	0	0	0	0	0	0	0
4933407E24Rik	5	9	2	1	0	0	1	2
Pou3f1	4	1	5	9	100	139	36	1
Utp11l	1284	1730	665	1274	1309	1120	1335	1048
Fhl3	221	135	69	83	299	419	253	135
Sf3a3	1424	1348	567	1052	1584	1595	1467	1139
Mir697	10	3	1	6	0	10	3	3
Inpp5b	4784	4449	1822	4424	3581	3237	4946	3883
Mir698	0	0	0	0	0	0	0	0
Mtf1	1433	1240	545	810	1005	1157	1181	797
1110065P20Rik	457	735	294	509	310	273	399	260
Yrdc	848	949	426	744	1174	966	991	664
Maneal	21	21	9	5	8	9	27	26
Epha10	4	0	0	0	0	0	0	0
1700125G02Rik	0	0	0	0	0	0	0	0
Cdca8	88	80	22	50	311	499	258	182
9930104L06Rik	676	699	303	534	544	460	638	437
Rspo1	738	422	330	618	740	347	423	673
Gnl2	2119	2238	904	1705	2156	1985	2419	1682
Dnali1	1341	1968	350	812	364	337	1316	694
Snip1	881	953	370	798	858	854	941	647
Meaf6	590	734	295	472	545	460	661	390
Zc3h12a	534	501	247	378	921	1284	1222	342
Grik3	5	6	7	0	1	2	8	12
2610028E06Rik	0	0	0	0	0	0	0	0
Csf3r	4963	1561	2038	1403	2805	2880	6609	2150
Mrps15	1016	1330	444	913	1107	932	1093	766
Oscp1	559	797	158	353	266	223	582	320
Lsm10	425	634	242	510	417	355	559	357
Stk40	3837	3237	1503	2050	3576	3651	4144	2605
Eva1b	2108	1790	845	1356	1270	746	1473	1292
Sh3d21	808	1363	427	629	1323	657	1567	1761
Thrap3	4399	3814	1926	3416	3767	4091	4297	3815
Map7d1	10637	7656	3695	6669	8007	8182	9645	7167
Trappc3	1898	2455	923	1866	1892	1562	2065	1591
Col8a2	969	928	242	585	310	258	641	472
Adprhl2	873	854	360	673	638	566	684	548
Tekt2	641	711	189	385	258	159	466	393
Eif2c3	542	908	455	532	276	492	480	418
Eif2c1	5329	4122	2209	3503	2581	2171	3580	3105
Eif2c4	1384	1564	762	1265	672	370	908	935
Clspn	54	55	21	49	300	530	237	168
5730409E04Rik	796	1003	540	743	567	448	614	593
Psmb2	2600	3206	1202	2272	4345	4549	3984	2316
Tfap2e	0	1	1	1	0	2	1	0
Ncdn	985	815	370	707	1034	1027	1093	833
AU040320	2385	2360	863	2131	2038	1967	2711	1745
Zmym4	1980	1735	916	1421	1421	1550	1724	1660
Sfpq	8161	7371	4215	6117	7651	8019	8933	6314
Zmym1	465	429	204	321	362	350	322	263
Zmym6	1070	1450	640	1003	617	494	852	703
Gm12942	365	497	157	281	146	132	311	177
Dlgap3	9	7	2	6	2	6	5	13
Smim12	898	1097	506	858	792	604	873	656
Gja4	1383	1499	602	1008	1438	1801	1318	701
Gjb3	82	75	12	80	49	132	99	37
Gjb4	1	6	3	12	17	45	22	3
Gjb5	36	19	7	33	72	105	30	27
CK137956	0	0	0	0	0	0	0	0
4930465A12Rik	0	0	0	0	0	0	0	0
Hmgb4	0	0	0	0	0	0	0	0
Zscan20	277	232	104	225	201	201	233	142
Tlr12	104	63	40	59	158	161	380	78
Phc2	6064	5524	2296	3536	7716	7107	8036	6362
A3galt2	63	94	48	44	58	64	44	71
Zfp362	1691	1256	589	1083	1302	1063	1363	1426
Trim62	1131	800	361	837	591	406	699	775
Adc	881	1104	421	1128	541	447	825	578
Ak2	1532	1957	622	1504	2866	3229	2706	1470
Rnf19b	1855	1725	636	1699	7319	10872	5344	2532
Tmem54	84	136	21	42	99	56	159	65
Hpca	0	3	0	1	30	67	14	6
Fndc5	45	145	79	16	65	137	230	35
S100pbp	515	520	239	336	293	401	517	376
Yars	1368	1185	516	950	1590	1895	1580	1154
C77080	3094	2947	1095	2733	1851	1835	3206	2271
Sync	112	171	36	84	57	62	70	60
Rbbp4	5192	5669	2505	4866	4320	3946	4900	3853
Zbtb8os	436	490	194	462	482	434	505	421
Zbtb8a	619	523	223	439	406	326	590	472
Zbtb8b	33	43	17	12	42	19	70	94
Bsdc1	3388	2974	1302	2222	2479	1926	3462	2669
Tssk3	0	0	2	5	2	2	2	0
Fam229a	4	4	5	2	2	5	6	1
Marcksl1	824	544	294	469	1489	1899	1482	519
Hdac1	2896	2925	1226	2459	3252	3034	3113	2360
Lck	665	392	420	414	1374	2598	763	660
Fam167b	36	30	11	14	19	12	7	9
Eif3i	3055	4691	1859	3288	2780	2895	3078	2077
Tmem234	1736	2166	962	1591	1439	1383	1647	1404
Dcdc2b	284	562	142	230	87	97	240	183
Iqcc	537	791	371	523	354	294	567	410
Ccdc28b	604	712	345	382	405	282	519	495
Txlna	3948	3918	1798	3095	2764	2840	3526	2568
Kpna6	3348	2933	1341	2377	2423	2546	3177	2581
Tmem39b	377	266	139	245	290	324	330	226
Khdrbs1	4815	3809	1556	3162	4252	4170	4204	3187
Ptp4a2	11303	12098	5310	10038	10759	8894	11440	9731
E330017L17Rik	13	6	17	2	3	3	6	3
1700003M07Rik	8	7	3	2	3	7	8	5
Bai2	16	29	9	31	28	41	31	25
Col16a1	1773	1371	728	1051	1194	1146	1268	1108
Pef1	2382	2372	885	2224	2055	1393	2591	1933
Hcrtr1	3	15	0	5	8	7	13	1
Tinagl1	9360	9297	3455	5612	18027	13761	14743	14426
Gm853	0	0	0	0	0	0	0	0
Serinc2	921	934	254	938	907	556	1119	789
Fabp3	85	175	139	55	84	110	185	67
Zcchc17	952	1067	453	847	811	809	928	648
Snrnp40	1076	897	424	757	1128	1270	1113	740
Nkain1	306	321	198	175	180	158	221	175
Pum1	3952	3360	1595	2535	2675	2894	3530	2885
Snord85	0	1	0	0	0	0	0	1
Sdc3	6602	4373	2404	3101	11405	17334	11278	5945
Laptm5	5511	4305	2100	4029	11937	16675	14961	5409
Matn1	0	0	0	1	3	0	2	0
Ptpru	2806	2835	937	1669	973	502	1612	1772
Mecr	392	535	208	385	306	333	403	227
Srsf4	3589	3074	1367	2374	3271	2796	3195	2911
Tmem200b	342	238	138	134	170	193	276	214
Epb4.1	5468	6596	2874	3531	6638	5951	7596	9674
Oprd1	46	35	8	16	15	6	7	43
Ythdf2	1858	1636	685	1419	1661	1645	1960	1316
Rps15a-ps4	9	9	13	4	9	5	10	8
Gmeb1	1052	908	487	757	699	791	854	687
Rnu11	4	16	10	21	17	7	5	5
Taf12	944	1159	494	902	1074	1035	1080	724
Rab42	7	14	4	5	1	1	4	5
Snhg12	401	559	246	374	549	493	535	441
Snora16a	19	15	7	11	5	14	7	13
Snora44	5	12	10	8	9	12	12	12
Snora61	20	58	24	24	31	30	18	27
Snord99	13	24	13	15	22	26	18	12
Trnau1ap	941	1360	600	915	816	653	896	698
Rcc1	347	415	134	249	514	796	481	289
Snhg3	253	502	218	339	457	395	384	313
Phactr4	3037	2802	1325	2061	2689	2949	3009	2508
Med18	147	181	74	145	154	127	159	110
Sesn2	741	744	277	398	564	708	887	535
Atpif1	2231	4691	1473	2966	2117	1580	2651	1631
Dnajc8	5281	5821	2763	4268	5179	3640	5251	4635
Ptafr	125	104	35	85	476	1087	693	110
Eya3	2136	1779	903	1423	1616	1863	2053	1644
Xkr8	404	360	170	312	380	352	392	345
Smpdl3b	190	126	69	108	554	551	863	315
Rpa2	432	381	180	312	503	584	471	366
Themis2	642	434	280	418	3192	5279	2901	813
Ppp1r8	1492	1707	693	1281	1435	1507	1486	1139
Stx12	4849	4575	2125	3616	4744	3613	4652	4305
Fam76a	2711	2711	1232	1956	2351	1680	2604	2235
Fgr	957	480	382	692	2740	3815	2936	809
Ahdc1	1357	1260	592	642	786	902	1341	1219
Wasf2	6052	5294	2584	3354	5462	6737	6929	6620
Gpr3	10	11	2	4	4	4	5	5
Cd164l2	15	56	12	30	19	41	43	26
Map3k6	2408	5577	2155	716	4163	3647	5184	6162
Sytl1	169	179	69	121	87	86	123	81
Tmem222	1154	1235	542	868	1283	1001	1218	905
Wdtc1	2476	1904	866	1471	1416	1285	2156	1736
Slc9a1	2193	1779	885	1355	2444	2888	2418	1819
Mir5122	0	0	0	0	0	0	0	0
Fam46b	909	1121	318	331	1010	575	1331	1385
Trnp1	239	224	125	171	146	60	188	186
1810019J16Rik	502	509	190	459	357	165	528	357
Nudc	3694	3615	1303	2790	3653	2881	4002	2615
Nr0b2	0	0	1	0	2	4	0	0
Gpatch3	266	214	85	173	326	273	308	181
Gpn2	571	470	184	383	462	466	561	363
Sfn	697	667	261	683	1251	1234	1454	459
Zdhhc18	3674	2847	1528	2397	2857	2797	3322	2632
Pigv	747	810	328	589	543	457	762	456
Arid1a	8257	6292	3249	5107	5056	6158	6869	5594
Rps6ka1	3460	2818	1208	1877	2912	3183	3885	2870
Hmgn2	2207	2623	1268	1895	3424	3767	3324	2244
Dhdds	1984	1763	768	1579	1534	1328	1887	1445
Lin28a	10	0	1	3	9	0	27	5
Aim1l	570	556	171	343	151	157	347	250
Cd52	2107	1904	1076	1683	6469	8901	7805	2283
Ubxn11	464	809	199	327	270	261	561	285
Sh3bgrl3	4530	4389	1755	3297	7481	7410	8253	4566
Cep85	669	1035	501	518	793	743	1126	868
Gm7534	1	0	0	0	2	0	0	1
Catsper4	29	41	18	34	28	25	14	9
Cnksr1	777	1084	362	854	710	576	834	565
Zfp593	355	403	163	270	437	487	358	253
E130218I03Rik	0	0	0	0	0	0	0	0
Grrp1	560	543	318	253	599	595	904	684
Pdik1l	761	903	410	620	510	534	721	566
Trim63	2	20	21	0	2	11	53	0
Slc30a2	23	46	10	70	24	39	25	33
Extl1	82	68	39	97	41	47	62	38
Pafah2	1365	1685	582	1344	843	415	1144	991
1700021N21Rik	0	2	0	5	1	0	0	1
Stmn1	1627	1583	786	1597	1182	849	1334	1201
Paqr7	3070	2766	917	2533	1662	739	2366	2148
Clhc1	8	10	8	11	57	77	33	19
Mtfr1l	4478	4565	1839	4113	3250	2363	3859	3244
Sepn1	2910	2241	966	2019	2113	2037	2509	1822
Man1c1	1921	1614	607	1191	1489	1181	1917	1628
Ldlrap1	1798	1173	692	1011	1450	1690	1538	1068
Tmem57	2271	2264	905	2025	1799	1373	2275	2021
Rhd	2	0	0	0	1	2	2	0
Tmem50a	5368	6255	2538	4744	4744	2975	5091	4276
D4Wsu53e	14072	17411	7548	12730	9008	7513	10697	8431
Syf2	3831	3819	1775	3207	3403	2244	3711	3366
Runx3	311	171	113	120	1100	2251	805	297
Clic4	42035	32833	16159	22312	52960	57681	52139	37703
Srrm1	7048	7081	3382	5282	6435	6218	6665	5969
Ncmap	115	106	29	75	65	46	49	47
Rcan3	1172	975	495	770	755	646	931	740
Mir700	0	0	0	0	0	0	0	0
Nipal3	4657	3540	1758	2823	2837	1639	4359	3746
Stpg1	134	196	49	77	32	26	109	77
Grhl3	42	32	11	28	22	31	55	18
1700029M20Rik	0	0	0	0	0	0	1	0
Ifnlr1	969	1145	374	1083	494	406	754	712
Il22ra1	241	338	66	123	138	186	233	128
Myom3	229	175	66	213	93	44	132	167
Srsf10	4562	5665	2372	3885	3145	2671	4054	3204
Pnrc2	4830	5731	2410	4442	3839	3235	4417	3495
Cnr2	678	340	189	322	337	355	534	327
Fuca1	3537	4172	1587	3221	3188	2789	4496	2991
Hmgcl	1388	1603	656	1060	1142	1066	1353	1014
Gale	409	664	160	439	501	481	614	292
Lypla2	2615	2541	1028	1988	2749	2513	2918	1906
Pithd1	1177	1226	437	975	944	680	1003	934
Tceb3	2889	2599	1210	2353	2942	3287	3485	2402
Rpl11	12061	19596	8317	13353	11491	10830	12783	10032
Id3	4359	4266	2111	3457	3075	2810	3985	2854
E2f2	1356	1295	533	1461	923	1021	1319	1192
Asap3	730	803	319	945	1205	1274	1227	623
Tcea3	1183	1419	395	1151	583	259	1046	778
Zfp46	1586	1206	503	980	990	1035	1460	1053
Hnrnpr	3345	2661	1381	2834	2352	2218	2591	2337
Htr1d	2	3	0	3	0	1	2	2
Luzp1	4907	4407	2529	3347	3472	4120	5269	4227
Kdm1a	2340	2219	939	1804	2164	2183	2397	1879
4930549C01Rik	1	1	0	0	1	0	0	0
Lactbl1	3	0	0	0	0	0	0	0
Ephb2	121	126	41	39	123	132	148	69
C1qb	1298	1769	520	1164	7299	11828	13048	2611
C1qc	1200	1308	429	950	5165	8976	9439	2194
C1qa	1608	1996	608	1357	8126	11506	14037	3064
Epha8	1	0	1	0	4	3	0	3
Zbtb40	658	752	331	542	407	444	706	453
Gm13003	0	1	1	5	1	1	2	5
Wnt4	794	533	209	385	584	376	732	539
Cdc42	21494	22360	8328	18589	21389	19321	22719	14891
Gm13011	0	0	0	0	0	0	0	0
Cela3b	4	2	1	2	0	0	3	3
1700013G24Rik	0	0	0	0	0	0	0	0
Hspg2	10449	10003	3513	7534	5999	5431	7886	7498
Ldlrad2	0	0	0	0	0	0	0	0
Usp48	3210	3569	1707	2715	2305	2102	2889	2386
Rap1gap	1614	2900	866	1581	1123	570	1787	1941
Alpl	197	235	58	190	899	1209	572	276
Ece1	20143	13900	7334	11085	15958	11707	17323	18230
Eif4g3	9108	7548	3833	5684	6889	6255	7940	6958
Hp1bp3	10544	8584	4210	8356	7636	6526	8889	7829
Sh2d5	16	27	13	8	52	86	38	15
Kif17	24	45	12	23	17	24	24	22
Ddost	5972	6206	2342	5802	6284	6688	6633	4387
Pink1	7448	7587	3795	5589	5221	2343	7062	6706
Cda	59	85	27	80	90	44	73	61
Fam43b	0	0	0	0	0	0	0	0
Mul1	1071	1114	461	801	903	858	1190	835
Camk2n1	2734	2869	1397	2305	1514	1111	1889	2051
Vwa5b1	2	1	0	3	4	2	0	0
Ubxn10	1693	2418	470	907	653	634	1901	997
Pla2g2c	14	37	5	6	6	6	18	10
Pla2g2f	2	2	0	0	1	1	1	1
Pla2g2d	121	108	56	79	13	12	80	73
Pla2g5	7	12	3	0	11	15	19	3
Pla2g2a	0	0	0	0	0	0	0	0
Pla2g2e	14	3	3	7	11	18	9	7
Otud3	553	693	213	351	313	365	540	387
Rnf186	817	1119	314	782	218	133	719	391
Tmco4	688	632	241	514	1046	1220	1127	689
Htr6	2	5	1	0	5	1	1	2
Nbl1	11110	9426	3684	8360	5455	4588	7927	6206
Minos1	2107	4053	1588	2470	2039	1380	2163	1566
Gm16287	9	5	1	4	6	12	6	5
Capzb	10608	10206	4093	8785	12021	11726	12714	8247
Pqlc2	276	317	96	213	331	354	355	175
Akr7a5	793	810	311	682	391	240	621	464
Mrto4	565	775	332	597	820	783	650	409
Emc1	1995	1864	876	1537	1575	1377	1729	1317
Ubr4	10216	13212	5258	7155	8577	11042	11650	8432
Iffo2	1296	1068	449	851	1340	1720	1288	716
Aldh4a1	1850	1728	640	1373	628	489	1225	944
Tas1r2	3	0	0	0	0	0	0	3
Pax7	1	13	0	5	1	0	0	0
4933427I22Rik	0	0	0	2	0	0	0	4
Klhdc7a	793	1526	241	532	328	333	833	497
Igsf21	4	6	3	0	2	3	3	6
Arhgef10l	947	763	319	563	1009	1195	1162	621
Rcc2	3301	2824	1090	2070	2508	2914	3684	2159
Padi6	0	0	0	1	0	0	1	0
Padi4	172	98	91	97	120	125	280	54
Padi3	18	6	3	8	2	5	4	6
Gm13032	12	7	5	4	3	0	2	0
Padi1	23	75	7	13	4	15	34	8
4930515B02Rik	0	0	0	0	0	0	0	0
Padi2	342	274	151	163	529	1096	842	317
Gm13031	5	6	3	9	0	2	6	0
Sdhb	2767	3412	1290	2314	3006	2733	3389	2357
Atp13a2	3531	3092	1896	2190	3111	3495	4664	3217
Mfap2	1930	1728	880	1001	1820	992	2033	2129
Crocc	754	749	286	521	263	262	465	429
Necap2	3221	3077	1208	2408	3528	3272	3932	2428
Spata21	0	0	0	0	0	0	0	0
Szrd1	4927	4514	2050	3705	4498	4650	5089	3469
Fbxo42	1583	1468	663	1033	1153	1260	1572	1227
Rsg1	27	46	19	22	13	12	20	28
Arhgef19	702	748	246	584	194	173	455	320
Epha2	5021	4252	1671	3284	4642	4349	4556	3405
Fam131c	50	46	11	32	29	24	30	17
Clcnka	2	0	0	0	4	0	1	0
Clcnkb	0	6	0	0	0	2	0	0
Hspb7	426	1102	370	119	668	1095	1866	613
Gm694	0	0	1	0	0	1	1	0
Zbtb17	971	974	387	638	815	936	900	697
Spen	3514	3318	1608	2305	2085	2886	3038	2634
B330016D10Rik	178	228	118	189	125	91	143	148
Fblim1	2843	3301	1182	1794	3950	4752	3879	2569
Tmem82	116	172	54	129	151	145	167	150
AI507597	0	0	0	0	0	0	0	0
Slc25a34	80	169	29	46	186	141	154	201
Plekhm2	1943	2155	889	1524	1946	2171	2279	1670
Ddi2	780	842	394	529	627	1043	1116	646
Rsc1a1	2	1	0	2	4	2	1	1
Agmat	9	7	7	6	5	5	12	3
Dnajc16	1068	1009	393	691	743	978	1202	869
Casp9	1195	1005	478	885	972	990	1369	918
Cela2a	7	10	5	3	3	7	5	3
Ctrc	0	0	0	0	0	0	1	0
1810035I16Rik	0	0	0	0	0	0	0	0
Efhd2	3458	3390	1259	2200	7624	11381	7685	3170
Fhad1	1766	2979	728	1312	629	556	1359	1070
Gm13037	0	0	0	0	0	0	0	0
Tmem51	672	765	211	578	1079	1055	1345	555
Tmem51as1	14	35	8	13	21	23	27	16
Kazn	1498	1342	560	988	1678	1177	1625	1471
Prdm2	4735	4264	2186	3597	3532	3644	4174	3685
Pdpn	5693	7175	2042	6560	7727	4273	7336	5919
Lrrc38	0	0	2	0	0	0	0	0
Pramel1	0	0	0	0	0	0	0	0
Pramef8	622	639	256	455	626	717	748	543
Oog4	0	0	0	0	0	0	0	0
Gm13057	0	0	0	0	0	0	0	0
Gm13040	0	0	0	0	0	0	0	0
Gm13043	0	0	0	0	0	0	0	0
BC080695	0	0	0	0	0	0	0	0
Gm13083	0	0	0	0	0	0	0	0
Gm13088	0	0	0	0	0	0	0	0
Gm13078	0	0	0	0	0	0	0	0
Gm13023	0	0	0	0	0	0	0	0
Gm13084	0	0	0	0	0	0	0	0
Gm13103	0	0	0	0	0	0	0	0
Pramef6	0	0	0	0	0	0	0	0
Gm13109	0	0	0	0	0	0	0	0
Pramef17	0	0	0	0	0	0	0	0
Pramel4	0	0	0	0	0	0	0	0
Gm13102	1	0	0	1	1	1	0	0
Oog3	0	0	0	0	0	0	0	0
Oog2	0	0	0	0	0	0	0	0
C87977	0	0	0	0	1	0	0	0
Pramel5	1	0	0	3	0	0	0	0
Gm13128	0	1	0	0	0	0	0	0
Gm13119	0	0	0	0	0	0	0	0
Gm13125	0	0	0	0	0	0	0	0
Pramef12	33	34	7	16	17	8	28	14
1700012P22Rik	0	0	0	0	0	0	4	0
Aadacl3	0	0	0	0	0	0	0	0
9430007A20Rik	0	0	0	0	0	0	0	0
Gm13124	0	0	0	0	0	0	0	0
Gm13177	0	0	0	0	0	0	0	0
Gm436	0	0	0	0	0	0	0	0
Gm13178	0	0	0	0	0	0	0	0
Gm438	0	0	0	0	0	0	0	0
Dhrs3	5027	5267	1444	4268	2800	1624	3898	3579
Vps13d	3643	3587	1778	2482	2404	2598	3587	2932
Tnfrsf1b	2174	1549	782	1543	5113	7647	7297	2154
Tnfrsf8	9	4	0	1	28	125	14	9
Smarca5-ps	5	5	3	4	2	1	5	2
Gm13212	27	53	14	20	61	117	81	23
Gm13242	0	3	3	5	3	6	1	3
